date,vessel_class,tce
2021-03-26,SUEZMAX,35347.34
2021-04-02,VLCC,40918.97
2021-04-02,SUEZMAX,23110.66
2021-04-09,VLCC,41628.55
2021-04-09,SUEZMAX,18797.42
2021-04-16,VLCC,39578.14
2021-04-16,SUEZMAX,22015.49
2021-04-23,VLCC,40898.5
2021-04-23,SUEZMAX,24719.04
2021-04-30,VLCC,50525.92
2021-04-30,SUEZMAX,32741.43
2021-05-07,VLCC,46589.74
2021-05-07,SUEZMAX,35181.4
2021-05-14,VLCC,47594.86
2021-05-14,SUEZMAX,42526.65
2021-05-21,VLCC,43715.2
2021-05-21,SUEZMAX,46833.79
2021-05-28,VLCC,44639.11
2021-05-28,SUEZMAX,44620.59
2021-06-04,VLCC,39009.22
2021-06-04,SUEZMAX,40001.9
2021-06-11,VLCC,32295.91
2021-06-11,SUEZMAX,40218.09
2021-06-18,VLCC,35716.46
2021-06-18,SUEZMAX,41787.59
2021-06-25,VLCC,40075.97
2021-06-25,SUEZMAX,39310.05
2021-07-02,VLCC,33881.6
2021-07-02,SUEZMAX,42215.61
2021-07-09,VLCC,26965.25
2021-07-09,SUEZMAX,36590.41
2021-07-16,VLCC,19055.2
2021-07-16,SUEZMAX,36907.61
2021-07-23,VLCC,16119.13
2021-07-23,SUEZMAX,36888.59
2021-07-30,VLCC,32214.06
2021-07-30,SUEZMAX,39447.9
2021-08-06,VLCC,25070.31
2021-08-06,SUEZMAX,40894.15
2021-08-13,VLCC,32809.39
2021-08-13,SUEZMAX,36454.86
2021-08-20,VLCC,24325.03
2021-08-20,SUEZMAX,29418.83
2021-08-27,VLCC,31885.7
2021-08-27,SUEZMAX,28040.8
2021-09-03,VLCC,27439.22
2021-09-03,SUEZMAX,23957.68
2021-09-10,VLCC,35292.41
2021-09-10,SUEZMAX,25597.3
2021-09-17,VLCC,33224.98
2021-09-17,SUEZMAX,36588.94
2021-09-24,VLCC,46596.66
2021-09-24,SUEZMAX,36200.62
2021-10-01,VLCC,51973.8
2021-10-01,SUEZMAX,43434.46
2021-10-08,VLCC,55329.87
2021-10-08,SUEZMAX,45940.78
2021-10-15,VLCC,56221.94
2021-10-15,SUEZMAX,43729.63
2021-10-22,VLCC,47462.21
2021-10-22,SUEZMAX,44967.12
2021-10-29,VLCC,44987.8
2021-10-29,SUEZMAX,48091.01
2021-11-05,VLCC,48942.48
2021-11-05,SUEZMAX,51825.12
2021-11-12,VLCC,42829.33
2021-11-12,SUEZMAX,53586.29
2021-11-19,VLCC,41962.19
2021-11-19,SUEZMAX,58120.44
2021-11-26,VLCC,36361.29
2021-11-26,SUEZMAX,56956.4
2021-12-03,VLCC,39557.12
2021-12-03,SUEZMAX,60177.45
2021-12-10,VLCC,52486.84
2021-12-10,SUEZMAX,57671.32
2021-12-17,VLCC,50696.53
2021-12-17,SUEZMAX,52853.04
2021-12-24,VLCC,53180.79
2021-12-24,SUEZMAX,58474.63
2021-12-31,VLCC,49440.48
2021-12-31,SUEZMAX,61076.92
2022-01-07,VLCC,48733.94
2022-01-07,SUEZMAX,60367.4
2022-01-14,VLCC,49131.38
2022-01-14,SUEZMAX,53267.03
2022-01-21,VLCC,52558.64
2022-01-21,SUEZMAX,53027.62
2022-01-28,VLCC,54956.6
2022-01-28,SUEZMAX,50888.2
2022-02-04,VLCC,55768.07
2022-02-04,SUEZMAX,50134.16
2022-02-11,VLCC,66722.26
2022-02-11,SUEZMAX,49457.77
2022-02-18,VLCC,66973.33
2022-02-18,SUEZMAX,45868.77
2022-02-25,VLCC,75750.65
2022-02-25,SUEZMAX,43903.7
2022-03-04,VLCC,76141.22
2022-03-04,SUEZMAX,52787.53
2022-03-11,VLCC,67100.56
2022-03-11,SUEZMAX,55200.05
2022-03-18,VLCC,64230.54
2022-03-18,SUEZMAX,48150.37
2022-03-25,VLCC,62154.2
2022-03-25,SUEZMAX,46660.17
2022-04-01,VLCC,55018.31
2022-04-01,SUEZMAX,51397.2
2022-04-08,VLCC,48765.84
2022-04-08,SUEZMAX,50413.35
2022-04-15,VLCC,39542.71
2022-04-15,SUEZMAX,51095.69
2022-04-22,VLCC,42951.18
2022-04-22,SUEZMAX,45672.29
2022-04-29,VLCC,48383.46
2022-04-29,SUEZMAX,43548.63
2022-05-06,VLCC,48496.32
2022-05-06,SUEZMAX,41685.69
2022-05-13,VLCC,64839.27
2022-05-13,SUEZMAX,29294.91
2022-05-20,VLCC,63092.55
2022-05-20,SUEZMAX,26011.23
2022-05-27,VLCC,60423.6
2022-05-27,SUEZMAX,23085.69
2022-06-03,VLCC,59934.47
2022-06-03,SUEZMAX,24660.01
2022-06-10,VLCC,60520.6
2022-06-10,SUEZMAX,17672.9
2022-06-17,VLCC,63209.99
2022-06-17,SUEZMAX,10335.64
2022-06-24,VLCC,64665.7
2022-06-24,SUEZMAX,19286.56
2022-07-01,VLCC,54472.82
2022-07-01,SUEZMAX,19756.2
2022-07-08,VLCC,46419.09
2022-07-08,SUEZMAX,20595.54
2022-07-15,VLCC,39074.49
2022-07-15,SUEZMAX,11749.77
2022-07-22,VLCC,38831.29
2022-07-22,SUEZMAX,5000.0
2022-07-29,VLCC,42429.63
2022-07-29,SUEZMAX,9344.14
2022-08-05,VLCC,50805.03
2022-08-05,SUEZMAX,11122.75
2022-08-12,VLCC,37790.64
2022-08-12,SUEZMAX,6852.19
2022-08-19,VLCC,36311.35
2022-08-19,SUEZMAX,10187.88
2022-08-26,VLCC,49411.07
2022-08-26,SUEZMAX,17206.76
2022-09-02,VLCC,63885.95
2022-09-02,SUEZMAX,16955.37
2022-09-09,VLCC,67805.31
2022-09-09,SUEZMAX,17030.74
2022-09-16,VLCC,81054.36
2022-09-16,SUEZMAX,10220.56
2022-09-23,VLCC,76242.53
2022-09-23,SUEZMAX,12127.13
2022-09-30,VLCC,66298.41
2022-09-30,SUEZMAX,12323.42
2022-10-07,VLCC,64408.61
2022-10-07,SUEZMAX,14266.41
2022-10-14,VLCC,65433.59
2022-10-14,SUEZMAX,10071.2
2022-10-21,VLCC,72143.84
2022-10-21,SUEZMAX,16019.34
2022-10-28,VLCC,75950.82
2022-10-28,SUEZMAX,21770.43
2022-11-04,VLCC,76468.54
2022-11-04,SUEZMAX,24830.78
2022-11-11,VLCC,74988.59
2022-11-11,SUEZMAX,29388.96
2022-11-18,VLCC,60228.31
2022-11-18,SUEZMAX,34494.99
2022-11-25,VLCC,59719.26
2022-11-25,SUEZMAX,28184.5
2022-12-02,VLCC,50009.68
2022-12-02,SUEZMAX,28522.35
2022-12-09,VLCC,44368.1
2022-12-09,SUEZMAX,21726.3
2022-12-16,VLCC,40442.79
2022-12-16,SUEZMAX,20021.46
2022-12-23,VLCC,45616.82
2022-12-23,SUEZMAX,35412.87
2022-12-30,VLCC,49879.14
2022-12-30,SUEZMAX,37077.93
2023-01-06,VLCC,49935.31
2023-01-06,SUEZMAX,38039.1
2023-01-13,VLCC,40966.32
2023-01-13,SUEZMAX,42295.33
2023-01-20,VLCC,41538.17
2023-01-20,SUEZMAX,39333.26
2023-01-27,VLCC,50058.88
2023-01-27,SUEZMAX,37683.04
2023-02-03,VLCC,54784.21
2023-02-03,SUEZMAX,35177.78
2023-02-10,VLCC,58443.99
2023-02-10,SUEZMAX,30934.63
2023-02-17,VLCC,55279.89
2023-02-17,SUEZMAX,27938.72
2023-02-24,VLCC,49992.6
2023-02-24,SUEZMAX,26631.6
2023-03-03,VLCC,51967.78
2023-03-03,SUEZMAX,30632.05
2023-03-10,VLCC,59249.3
2023-03-10,SUEZMAX,30865.17
2023-03-17,VLCC,57253.9
2023-03-17,SUEZMAX,35407.48
2023-03-24,VLCC,59643.65
2023-03-24,SUEZMAX,33919.19
2023-03-31,VLCC,66889.81
2023-03-31,SUEZMAX,32309.5
2023-04-07,VLCC,61089.37
2023-04-07,SUEZMAX,33997.45
2023-04-14,VLCC,58582.06
2023-04-14,SUEZMAX,28303.75
2023-04-21,VLCC,48582.11
2023-04-21,SUEZMAX,29272.7
2023-04-28,VLCC,42547.86
2023-04-28,SUEZMAX,25869.13
2023-05-05,VLCC,31025.32
2023-05-05,SUEZMAX,26222.15
2023-05-12,VLCC,30639.68
2023-05-12,SUEZMAX,37497.11
2023-05-19,VLCC,37818.64
2023-05-19,SUEZMAX,33568.45
2023-05-26,VLCC,41069.49
2023-05-26,SUEZMAX,40291.82
2023-06-02,VLCC,42253.03
2023-06-02,SUEZMAX,45800.81
2023-06-09,VLCC,45200.62
2023-06-09,SUEZMAX,43505.67
2023-06-16,VLCC,36681.82
2023-06-16,SUEZMAX,41961.87
2023-06-23,VLCC,30811.25
2023-06-23,SUEZMAX,41213.74
2023-06-30,VLCC,33872.65
2023-06-30,SUEZMAX,36673.22
2023-07-07,VLCC,22111.95
2023-07-07,SUEZMAX,36948.21
2023-07-14,VLCC,19308.63
2023-07-14,SUEZMAX,42215.64
2023-07-21,VLCC,16763.25
2023-07-21,SUEZMAX,43180.54
2023-07-28,VLCC,16934.66
2023-07-28,SUEZMAX,41188.63
2023-08-04,VLCC,12840.64
2023-08-04,SUEZMAX,38738.0
2023-08-11,VLCC,14662.98
2023-08-11,SUEZMAX,37819.58
2023-08-18,VLCC,29559.26
2023-08-18,SUEZMAX,37739.59
2023-08-25,VLCC,30824.0
2023-08-25,SUEZMAX,40664.35
2023-09-01,VLCC,29146.63
2023-09-01,SUEZMAX,41373.21
2023-09-08,VLCC,33106.28
2023-09-08,SUEZMAX,36910.76
2023-09-15,VLCC,35831.4
2023-09-15,SUEZMAX,32422.76
2023-09-22,VLCC,24758.65
2023-09-22,SUEZMAX,35754.73
2023-09-29,VLCC,39387.75
2023-09-29,SUEZMAX,32365.8
2023-10-06,VLCC,39077.78
2023-10-06,SUEZMAX,35377.49
2023-10-13,VLCC,31471.03
2023-10-13,SUEZMAX,42658.69
2023-10-20,VLCC,15168.41
2023-10-20,SUEZMAX,41856.86
2023-10-27,VLCC,21621.38
2023-10-27,SUEZMAX,42898.02
2023-11-03,VLCC,27069.07
2023-11-03,SUEZMAX,39063.09
2023-11-10,VLCC,42076.32
2023-11-10,SUEZMAX,38183.9
2023-11-17,VLCC,33799.14
2023-11-17,SUEZMAX,27340.7
2023-11-24,VLCC,42686.67
2023-11-24,SUEZMAX,29813.09
2023-12-01,VLCC,48846.37
2023-12-01,SUEZMAX,37364.19
2023-12-08,VLCC,41292.4
2023-12-08,SUEZMAX,36469.74
2023-12-15,VLCC,50640.06
2023-12-15,SUEZMAX,28808.07
